category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
water contamination;1.1531E+18;"We never learn. Our source of water is constantly at risk from sand mining, contamination and saboteurs at any given time. 
https://t.co/7bTLJK3g3K";7/22/2019 0:36;0;;;;;;;;;
water contamination;1.1531E+18;"😐😐
Four water treatment plants shut down again over diesel contamination https://t.co/gctYXEgKRO via *@NST_Online";7/22/2019 0:24;0;;;;;;;;;
water contamination;1.15309E+18;"*@marlenaNmurray1 Not really, since the rain comes from evaporated water
Most of the toxins stay in the ocean
Ocean contamination is a more direct threat";7/22/2019 0:07;0;;;;;;;;;
water contamination;1.15309E+18;Four water treatment plants shut down again over diesel contamination | New Straits Times | Malaysia General Business Sports and Lifestyle News https://t.co/nkXwLpmzbP;7/22/2019 0:03;0;;;;;;;;;
water contamination;1.15309E+18;"*@501Awani Jail the bloody sabotageur who caused water contamination to the water treatment plants in Selangor. I see there's a serious need 2 jail and fine these offenders.
Also, 
Anyone who break the main water pipe on the road also must be fine and charged as criminal";7/21/2019 23:40;1;;;;;;;;;
water contamination;1.15308E+18;Tigers out in the open &amp  water contamination. Banning straws &amp  plastic bags when others dump tons of plastic waste in our yard. For too long we have prioritised economic issues over environmental ones. We need a Green New Deal and stiffer laws. Pull our heads out of asses pls;7/21/2019 23:27;0;;;;;;;;;
water contamination;1.15308E+18;*@njohn_89 *@pulte *@codeofvets I’ve had to deal with a few JP-5/potable water contamination’s. Luckily I haven’t had to deal with dental issues. This is sad to hear.;7/21/2019 23:00;0;;;;;;;;;
water contamination;1.15307E+18;Syarikat Bekalan Air Selangor Sdn Bhd (Syabas) has again been forced to shut down four water treatment plants supplying water to the Klang Valley due to diesel contamination of raw water at Sungai Selangor. https://t.co/MWRtPDi7Vy;7/21/2019 22:47;1;;;;;;;;;
water contamination;1.15306E+18;"*@DaveBarrister *@air_selangor *@AmirudinShari The water contamination is serious in all Selangor Loji.
So it's understood. 
We need to nab the wrongdoers who caused water pollution.
More strict action needs to be taken YB *@xavierjayakumar *@yeobeeyin *@AGCPutrajaya *@MYJudiciary  &amp  need 2 review current environmental law";7/21/2019 21:48;1;;;;;;;;;
water contamination;1.15305E+18;Oh my goodness small world! *@CLWAL02 Check this out! This Sailor needs assistance with teeth as well! Why isn’t the *@DeptVetAffairs taking care of the damage to our veterans teeth from the contamination (fuel) in the water on the USS Cleveland? https://t.co/4EuzLclivw;7/21/2019 21:12;75;;;19e2bff2e89dc38e;-86.41033417587077,35.84742;United States;US;Murfreesboro, TN;Murfreesboro;city
water contamination;1.15304E+18;"Many rural Iowans rely on private wells as their source of water. Even if your well and the area around it have remained unchanged, it is important to test water annually for indicators of contamination.
Learn more: https://t.co/QURqd9DGSK

#WaterQuality #testyourwater https://t.co/x2EWBkelPZ";7/21/2019 20:35;0;;;;;;;;;
water contamination;1.15304E+18;"Fighting between DuPont and its spun-off company, Chemours, over environmental liability is seen as a stalling tactic by residents frustrated with contamination of their water by per and polyfluorinated compounds.

https://t.co/qlSqfTpgUV

#DuPont #ChamberWorks #Chemours #Teflon";7/21/2019 20:30;0;;;;;;;;;
