category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
of;1.15611E+18;Wow, Smash Ultimate has doubled the lifetime sales of Melee in less than a year;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;"Mark Jordon: Emmerdale star accused of biting pensioner's face and thumb
https://t.co/6uhF88iJch https://t.co/EH8Fv2b3XW";7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;"Exactly one week before I have my summer break in Indonesia-Malaysia, meeting my parents &amp  friends again.

Sometimes it feels a bit empty to know that all of my bestfriends are far away on the other side of the globe.";7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;*@traceymac22 Only because of fantastic support from people like you *@traceymac22;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;It's so great that someone is standing up for this! I had real bullying at school for hair that I was born with. Always been proud of my gingerness but it's disgusting how people think it can be ridiculed. 👩‍🦰 https://t.co/FTiytLLMHs;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;"*@RepSwalwell Idiot. #Homeschooling is awesome. Economy matters. America is onto the feds bullshit. And to the manipulation of markets by soon to be household names, and now known to be the Demogorgans hosting on Americas Light, love, hope, faith, trust and Freedom.
#PainIsHere #DarkToLight";7/30/2019 7:58;1;;;;;;;;;
of;1.15611E+18;*@davidschneider *@thearaig They’ve had the chance to respect the will of the membership twice now: 2017 &amp  2018. How many times must they ignore it for members to get the message: Labour wants Brexit. Just its own Brexit, not Tory Brexit.;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;It's irrational, I know, but I feel kind of proud we celebrate our birthday on the same day https://t.co/VOmqkd9Kx7;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;*@lynntaskerbio *@Kaltenjay *@GlazersOut_Now *@0Calamity *@jotrafford *@jeremycorbyn Larger amount of Labour constituencies [voters] voted leave and I'm a Member who voted remain too. I haven't been driven away either and neither have the leave members I know. They're Interesting figures and show why there's such a dilemma across the party's https://t.co/mmh2PBILxR;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;Saw someone say anyone who likes Tarantino movies are only telling themselves they like them for fear of feeling ostracized and that’s the dumbest take possible don’t tell people what THEY like because you’re insecure about your own opinions you clown;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;Philippines is deadliest country for defenders of environment https://t.co/wnLmKy7BIG;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;*@drewdurnil The raid will fail because we dont have the power of friendship on our side;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;"If you are going down the beach today then take a rain coat and beware of the rough seas. Check out the link below to our live web cams to see current conditions, be safe out there please.

https://t.co/qpbeaBvIJL";7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;"Hey you! Got a lot to prepare for? It's easy to get overwhelmed.

But you have come so far. Break things down and realise it's all a matter of time. You dont feel ready now but you have days ahead to change that. So accept how ye feel and plan the change.

You got this 💪";7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;*@T0_0LU Answer is for a lover of yoghurt... You will leave a clue on how or where to get you.;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;"Falling in love with the idea of a family disguised in friendship. To those heard silences, to those happy hours where you can be yourself without pretending everything is okay.
FRIENDS-the soulmates, the therapists. 

#Happy_International_Friendship_Day. https://t.co/3bms9KrIhG";7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;in two years i'll hopefully have my bachelor of arts for creative and professional writing sksks i really hope i made the right choice of switching my major to this 😔;7/30/2019 7:58;0;;;;;;;;;
of;1.15611E+18;Had to stop cooking dinner to come tweet that my dumb ass just blew on the hot water coming out of the tap to cool it down 😂;7/30/2019 7:58;0;;;;;;;;;
