category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
she;1.15582E+18;"Bronx mom still loves husband who left twins to die in hot car for 8 hours
https://t.co/B1IrxSFwHX";7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;So she's a parthenogenesis?🙆🙆 https://t.co/2nCBgVTo2B;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@TashaNaz1 She's so cute 💜💜 https://t.co/eZNPMBrTkt;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;"*@SarahLongwell25 *@WalshFreedom Except she's not gay.

Therefore she is not a gay conservative

And you're not gay

So neither of you have a basis in fact for your statements.";7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@tyshhhh Yeah once she fills in am expenses form, so I can pay it into her next payroll 😂;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@Spitzouuu *@Daniyar_Roman *@hwiIuvr She's a 30 year old woman she should be married with children not harassing idols 13 years younger than her;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;Completely unselfaware! She is air.thoritsrian to the nth degree. https://t.co/NVz5NLMwCM;7/29/2019 12:50;0;;;60160252aeb7e3e5;-2.197524474191444,52.5260564712242;United Kingdom;GB;West Midlands, England;West Midlands;admin
she;1.15582E+18;Can you help Beth? She's looking for personal sponsors for the upcoming season to help with costs of travelling, equipment, etc. If you can, please consider supporting this lovely lady from Fife who does us proud on the Team GB stage too! https://t.co/25cTOqrJub;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;"Emily from Glitter Force must not be able to read cuz she really said that Chloe from Glitter Force is super smart even thou all she was doing was reading out loud bout plants 😔

We stan a dumbass";7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;"*@MayorofLondon *@metpoliceuk Will the fact that she is wearing a burka increase or decrease the chances of a success identification and arrest?

If it decreases the chances is this not an illustration of why the wearing in public of any face covering including the burka should be banned?

For public safety?";7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;"I ❤️ my job... even though sometimes my boss is a real slave driver. Today she wanted me to get up at the crack of dawn and get to work. But, I told her to chill because a nourished body and mind leads to better creative work. Luckily she obliged.

P.S. I’m my own boss. https://t.co/CmcyXgnToS";7/29/2019 12:50;0;;;2c1a688409444322;-53.67172037720444,46.951327;Canada;CA;Division No.  1, Subd. W, Newfoundland and Labrador;Division No.  1, Subd. W;city
she;1.15582E+18;*@NightlyPolitics She speaks  6 languages  because  her johns r from  other   places  she needs 2 go back 2 where she came from;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@ThatBraveWimp OH noooo we were really messy and the phones were in our bags. But we even did the mother's scenes cause she's always dramatic xD our friends were shook and couldn't understand a thing but we were laughing uncontrollably 😂;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@CNN Best wishes in her new position!  We are living in a history making season.  She has defended and stood by her positions which are representative of not just her but many others.  At the end of the day I hope her decisions bring her peace and joy.  That's what it's all about.;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@deersbutterfly *@BrxndxnSZN IM NOT EXAGGERATING. SHE ALSO STABBED ME WITH HER PHONE BRUH;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@GautamGambhir what if she's grown up &amp  raped?! wud it matter you? #Unnao victim is one of your fan too;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@stansbang *@TopanF_ *@eunhashu Actually, Umji had many struggles with her self-esteem. She got so much hate and insults to the point she was always at the back and looking to the floor. She’s an inspiration for those who have lower self-esteem 💗;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@ReignOfApril Wait till she finds out he was supposed to have been deported and was blocked by her sanctuary city.;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@karigrafia You need to fight every step of the way. A friend was recently diagnosed with 2 tick born diseases that AREN'T LYME. But she got diagnosed because she thought it was Lyme, and went to the right specialist for the actual illness. Refusal to medicalise is a refusal of treatment.;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@Magrigley01 She won’t need to answer none of the 5th Column will place her in an awkward position that might possibly cast a bad light on anything Britannia;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@HereIsGina *@yaelgrobglas it’s my friend *@Morganoylle’s birthday today and she absolutely loves you both on Jane The Virgin! Can you wish her a happy birthday pls 💜💖;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@RolandS13014285 *@jhalcrojohnston *@BBCRadioScot She says she wont support a No deal Brexit though!!;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;matt took this pic of merc and i while we were snoozin and i am crying she has her head pressed up on my back i love her with my entire being!!!!!! https://t.co/2iRacb9V0y;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;MY 21 YEAR OLD DAUGHTER WENT TO ALABAMA UNIVERSITY COLLEGE WHILE SHE WAS IN THE 7TH GRADE AND SHE FINISHED COLLEGE AND SHE ALSO GRADUATED HIGH SCHOOL AND SHE ALSO HAS HONOR SOCIETY HELL MY BABY IS SMARTER THAN ANY OF Y'ALL ON THE INTERNET HELL GET Y'ALL DUMBASSES A JOB;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@CTV_AvisFavaro Thank good ness it’s benign and she is able to get her kids and job back! Glad that you are shining light on medical errors-hopefully this exposure will help reduce this problem.;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;*@qtaepy Joy + she/her + taejinkoo;7/29/2019 12:50;0;;;;;;;;;
she;1.15582E+18;BRUH IM JUST TRYNA SLEEP AND MY FRIEND KEEPS PUSHING ME OFF THE BED WHILE SHE IS SLEEPING;7/29/2019 12:50;0;;;;;;;;;
