category;tweet_id;text;date;retweet_count
coal ash water;1.14E+18;"""NC wants to find the source of water contaminants near the Chatham coal ash landfill"" #ncpol https://t.co/cAQN72okYW";6/25/2019 15:30;0
coal ash water;1.14E+18;"*@atrupar Making great progress?
 you're doing everything you can to
 Reverse water/air Standards
The Trump administration just revoked the rule that prevented coal companies from  dumping coal Ash in Americas streams

Along with
MANY OTHERS

https://t.co/VWiDvkWr8r";6/25/2019 14:43;0
coal ash water;1.14E+18;"As if we needed more reasons to ditch coal, it's also #radioactive. ""ounce for ounce, coal ash released from a power plant delivers more #radiation than nuclear waste shielded via water or dry cask storage."" #nocleancoal 
https://t.co/LZgh5PlHZx";6/25/2019 9:36;0
coal ash water;1.14E+18;"*@shossy2 *@RodneyClaeys W/ Obama's restrictions Duke Energy got away with ""environmental murder"" in NC.Coal ash pond emptied via pipe directly into Dan River.*@VP *@POTUS *@GOP,&amp  *@EPA,you ALL work for US and most of us care about our land, water, and air.*@VP,how about those of us with respiratory diseases?";6/25/2019 0:42;0
coal ash water;1.14E+18;NC wants to find the source of water contaminants near the Chatham coal ash landfill https://t.co/MckNzedSqv;6/24/2019 21:13;3
coal ash water;1.14E+18;NC wants to find the source of water contaminants near the Chatham coal ash landfill https://t.co/bRIZCMhfbW;6/24/2019 21:13;0
coal ash water;1.14E+18;Mike Pence is lying to us daily.  He doesn't believe any of what he is saying is true.  He knows there is no such thing as Clean Coal.  Those ash ponds still pollute the ground water and the coal fouls the air. Pence is a liar. https://t.co/OVJPYKo9Ml;6/24/2019 20:06;2
coal ash water;1.14E+18;⁦⁦*@VP⁩ stupid and short-sighted. Coal is DEAD regardless of how much money this industry gives to U, Trump and others who support it. Coal burning pollutes our air, the run off ash pollutes our water and land. Miners need to be retrained for their health &amp  ours! Stupid https://t.co/lSCHCajhmr;6/24/2019 15:37;0
coal ash water;1.14E+18;News: Coal Ash is bad for ground water &amp  can pollute. Putting coal plants next to fresh water can pollute everything. https://t.co/LS2GE44KgP;6/24/2019 15:34;0
coal ash water;1.14E+18;"Coal has no future, its expensive it costly to dig, it's the worst of  fossil fuels it pollutes the air the ash pollutes the water. Remember it has to be burned, someone has to shovel it in an oven. Anyone who beleives there is a future in coal is a fool!
https://t.co/h21SmINPHO";6/24/2019 13:18;0
