category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
#drywell;1.15228E+18;Flashback Friday: The very first sign that Joe Wieser placed on the property in 1965. Next to the sign is a septic tank, dry well, and feed bunks. Products that would shape the company for decades to come. #precastconcrete #septictank #drywell #feedbunks #flashbackfriday https://t.co/619sG1k05d;7/19/2019 18:06;0;;;;;;;;;
#drywell;1.15083E+18;We recently shared pictures of this dry well being completed, but it's pretty impressive to see the before/after shots. I think we solved the problem!! 😲👏 #drywell #problemsolved #letitrain #roanokelandscapes https://t.co/FxTnkHMY1F;7/15/2019 18:15;0;;;;;;;;;
#watermanagement;1.15267E+18;Challenges posed by the climate crisis necessitate better water management and maintenance and upgrading of infrastructure https://t.co/7wGbgwixZU #Florida #water #infrastructure #WaterManagement #climate;7/20/2019 20:07;0;;;;;;;;;
#watermanagement;1.15261E+18;We now offer a wastewater treatment service in conjunction with *@Hydrustech, a company that uses electrochemistry to defeat complex wastewater challenges! https://t.co/9FWkAiEl6f #wastewatertreatment #watermanagement #miningindustry #landfill #EPAstandards #hydrustech https://t.co/4YSE9PookR;7/20/2019 16:00;0;;;;;;;;;
#watermanagement;1.15256E+18;"It is our responsibility to become aware of the importance of water.
#dynamicwater #responsibility #water #savewater #waterrich #wateruse #savewater #respect #watermanagement https://t.co/fLDhBqYfbA";7/20/2019 12:52;0;;;;;;;;;
#watermanagement;1.15246E+18;"தண்ணீர் பற்றாக்குறை பிரச்சினையை போக்க, நீர் மேலாண்மை இயக்கம்: எடப்பாடி அறிவிப்பு

https://t.co/Ast0Pmd1EP

#WaterScarcity #WaterManagement #EdappadiPalanisamy #TamilNadu";7/20/2019 6:04;0;;;;;;;;;
#watermanagement;1.15244E+18;"Rain Water Management (English version) #Collectwater #SaveEnvironment 
#Savwater #WaterManagement #Manyaxis #GuestPost https://t.co/7iaHEcKpbE";7/20/2019 5:03;0;;;;;;;;;
#watermanagement;1.15244E+18;"#BREAKING | கழிவுநீரை குடிநீராக்க அரசு கொள்கை முடிவு எடுக்க உள்ளதாகவும் முதல்வர் அறிவிப்பு 
#EdappadiPalanisamy #WaterManagement #TNGovt https://t.co/WYvfHw88Wg";7/20/2019 4:56;1;;;;;;;;;
#watermanagement;1.15234E+18;How's about some rainwater.......#Austin #water #Sustainability #watermanagement #SanMarcos #businessidea *@zadama24 https://t.co/pcLaWPT3J5;7/19/2019 22:11;0;;;;;;;;;
#watermanagement;1.15232E+18;"Thank you Mayor *@JohnTecklenburg for reaching out to #TheNetherlands to having the #DutchDialoguesCharleston to improve #watermanagement and #resilience. I will share your gratitude with Ambassador *@NLAmbassadorUSA.

See you in september!
*@NLinAtlanta *@NLintheUSA *@WaggonnerBall https://t.co/TkkuP3540j";7/19/2019 20:38;3;;;8173485c72e78ca5;-84.41728445970367,33.7671944;United States;US;Atlanta, GA;Atlanta;city
#watermanagement;1.15229E+18;SmartCover Systems™ monitoring provides comprehensive, system-wide visibility for level, flow, rain, tidal and river data in sanitary sewers, combined sewers and storm water flows. https://t.co/FEhqqDeln8 #wastewater #watermanagement;7/19/2019 18:53;0;;;;;;;;;
#watermanagement;1.15228E+18;Rain Barrel Workshop TOMORROW, July 20, 10 am, Englewood #FL: https://t.co/BeiZZvRBfz *@SRQCountyGov *@UFSarasotaExt *@UF_IFAS *@usda #RainBarrels #WaterConservation #stormwater #Watermanagement #landscaping #building #sustainability #greenliving #greenbuilding #Englewood #Florida https://t.co/BmwxWYFe1A;7/19/2019 18:00;4;;;;;;;;;
#watermanagement;1.15223E+18;The City of Cottonwood devised a strategic #WaterManagement plan in 2003 that included creating a modern #MunicipalWater system with effective monitoring, control and pumping #technology – a development made possible by *@Danfossdrives VFDs. https://t.co/z63ZwobT2X #PumpTalk https://t.co/yRr13h6dBb;7/19/2019 15:02;0;;;;;;;;;
#watermanagement;1.15222E+18;More translations of the #GRIstandards are now available in Japanese, covering latest Standards on #watermanagement and #OHS. Freely available for any Japanese language organization undertaking sustainability reporting. Find out more: https://t.co/wGje65Mbbw https://t.co/ZeITXSIJ4e;7/19/2019 14:05;0;;;;;;;;;
