category;tweet_id;text;date;retweet_count;geo;coordinates;place_id;place_centroid;place_country;place_country_code;place_full_name;place_name;place_type
have;1.15609E+18;*@WilliamCornwell *@brianklaas I have to admit I didn’t see that one coming.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@Nived_Nambiar91 *@MrAndyNgo The injuries are serious. No matter your politics, the USA must have rule of law. Andy must take care to recover from the psychological &amp  physical trauma of assault. *@tedwheeler *@PortlandPolice *@USAO_OR, *@USAttorneys, *@TheJusticeDept must investigate, prosecute,  #unmaskAntifa;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@EyeEdinburgh *@SMaurizi *@NilsMelzer *@wikileaks *@foreignoffice *@ukhomeoffice *@10DowningStreet The principal action should have been to acknowledge the UKs part in gross war errors and distance from the war machine that the US has become.. but we are 51st State now and apparently have no autonomy or ability to act with a diff to those selfish corrupt interests from the US.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@h0ellyiannx kaso walo na anak ko eh, can't have more;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;Have you seen this? It’s super special to us. 🖤 https://t.co/b8pDdLpeRx;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@gottheignition *@sphericaltime *@valleygirl1952 *@everequivocal *@benshapiro What percentage of Mark Zuckerberg’s $1 salary would you have him pay?;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@MaddasaHater This type of thing crosses my mind from time to time. I’d either have a prenup (no joke) or just like you said document everything, like an inventory list. Makes me sound petty but I’ve worked my ass off for my #gamecollection;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;You will never truly know yourself or the strength of your relationships until both have been tested by adversity;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@MarinaDiamandis *@FKAtwigs or *@Sevdaliza both have amazing sound !;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;And of course that other goddamn cliffhanger that I have been waiting months for a fucking resolution to. Isayama is a sadist.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;The Meeting (or Have a Nice Day, Mr. Hockney), 1981 - 1983 - Peter Blake https://t.co/upLoou3YgP;7/30/2019 6:11;0;;;e768ad1ebd3e684c;-9.11171945579638,38.5982486;Portugal;PT;Seixal, Portugal;Seixal;city
have;1.15609E+18;*@MaryJoe38642126 *@KeithOlbermann could you retweet this dog. He seems to have been in a NY shelter a long time 🙏;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;6) Whoever works on a two-state solution, therefore, has to spell out what kind of states they have in mind. Would “heresy” be allowed? Would oppositions be tolerated? Americans now have a political correctness (in both camps) that democracy shouldn’t be imposed. Well it should.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;"*@akuvolt You just now got him?
(Tell Felix to submit PLZ I have fancy sword)";7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@glennbourquin *@ty_the_np And FYI, you are angry. I've never seen someone get so triggered that they send me 50 tweets in ten minutes without responding. A therapist would have a field day with you.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@ArditaStatovci Hi *@raiffeisen_at can you explain why people who have an Austrian credit card have to pay fees in Prishtinë, Kosovë even though you have some banks from Austria regulated - can you please, explain what the process and system behind this is? Thank you, vielen Dank.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;you have right i mean i got a lot of shockingly gay japanese baseball mascot videos its no joke;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;everyone talking about that nipple video and ummm yea I have nothing to say JDHSIDNJD;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@caarltonnn *@Raay409 getting your diploma is all that matters at the end of the day, but i still feel like if you’re ranked at the top of your class and that gets taken away from you, you have the right to feel some type of way;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;I have one more night shift and then its time for Brighton Pride and I cannot contain myself;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@Olanismi10 *@MrOluwasegunsam *@ogundamisi I have no words for u.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@hapurrstance THATS WHY WHERE HAVE U BEEN????????;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;"🎶""Take~me home...
Roman roads...""
#WhatIDidForTheRomans 

Alongside those roads were pavements&amp  #SPQR lads were on them taking the 'right-to-bare-arms' off us native #UK🇬🇧populace to make Britain a safe-as-poss #SPQR r&amp r island🌄

&amp why we today have no daily mass gun-slaughter☑️ https://t.co/EIqwj1ymla";7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;*@PDXorax *@biasbe *@scottsantens *@SageAnastasi *@canadayvibes So would a guaranteed income/job guarantee that wound down into an eventual UBI. The difference would be that you'd have the necessities built to support the UBI. Instead of attempting to go from zero to a hundred.;7/30/2019 6:11;0;;;;;;;;;
have;1.15609E+18;have a safe flight 😚😚😚 https://t.co/PBeHMdw4Fd;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;Sometimes a work thing happens that is so exciting I want to explode but nobody else would understand why it’s a big deal so I have to just go off quietly alone https://t.co/pSXNxnCLKF;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@TuckerCarlson I hate to break it to Tulsi Gabbard but Google and the rest have been doing this to conservatives since *@realDonaldTrump won 2016. It has only got worse. Now a Dem is feeling her freedom censored and she immediately sues. Where has she been?;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"I have decided to let go of my past. If I owe you money before, I'm sorry, I have moved on.

Thanks";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@ZePoolio Nice, unfortunately 7-11 Japan doesn't have slurpees, the one thing they're behind the US on. They'll probably fight over Zero Strong chu-hi flavors instead;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;yeah, heartbreak is painful, but have you ever had CÓLICOS MENSTRUALES?!;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;yes but have you seen god and chuuya in the same room.. https://t.co/UJBHkC4kzy;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@T_hardin21 *@ThrowbackHoops I think it was 2013 yeah. Could have been DPOY MVP unanimous MVP FUCK! 🤬🤬;7/30/2019 6:11;1;;;;;;;;;
have;1.15608E+18;*@cattittudes omg can we pls make one now dat u have taste;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;After meeting Mr cojones aka *@Mosesthesixth ,I don't think I have seen a better left footed player https://t.co/wIu7FDpjpo;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;They probably already have a cure for most cancers but its more profitable to sell you drugs.;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;hook this up to med students and the Ph will never have a blackout again https://t.co/ZWj83BcvyE;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"*@kurteichenwald Where are the photos? Ahem, cannot have photos of something which, never happened.

Good winning bet, that... he's constantly showing himself to be delusional &amp  in a reality warp or complete reality disconnect.";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;If I was a narco I’d like to have the name: Jugoso  strictly cause it sounds joyful but I’d be a stone cold killer;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;Have to be at work in 2 hours;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"*@LouieKennedy7 *@ak_square9 We never lost anything . These ideas fits your brainwashed narrative because you know that your country does not have history so you try to put Greece on the same level . 
You are lost in space dear https://t.co/PtaiYzsIQO";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;I have a serious issue with buying key rings 🤷🏻‍♀️;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"Mom: are you sure you don’t want to have kids!?? You’d be an amazing mother. 

....first of all...I can barely wake up in the morning for work.";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"From a previous camp to a caravan school that hosts almost 1200 student.

That’s how we transformed these caravans to make sure these kids have access to education.

#Iraq https://t.co/iHt4x7bsAG";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;https://t.co/JdWv9vKTnG;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@xoterriaxo I’ll fight whoever is sayin that!! You shouldnt even have to explain yourself and you’re totally valid in your preferences ❤️;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@thegirl_youhate Sorry i neither had any nor will have any;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;i’m sorry i don’t tweet much about sideM i don’t have enough to rank for wt and i am drained. i’m lucky shn and makio are both points;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@steve_sedgwick *@CNBCJulianna Clarification &amp  Elaboration:0 Flash pt stand for Flashed Point, they have a movie for that now of course, a TV Show series about some Police Tact team fighting crime, w+ all due respect and no dismissal to Steve of course.😀😂;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@audillusionist But you are very beautiful and seem like you are easy to talk to. We would have a good time getting to know each other.;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"*@ExtraSwirl can you stop bringing ""transracial"" people into this? being ""transracial"" and being transgender are two completely different things. transgender people do not believe themselves to have been born cis. people who detransition may do it for many reasons. not your call.";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;"*@Sepalescent because of what he caused her to deal with on a daily basis. 

it didn’t have to be like this anymore. the goddess had already shown him that by inviting him over so they could talk over the intimidating situation. so they could . . maybe fix and later heal 

— ✎︎ . . .";7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@Ahmad518004 *@ashoswai bcz they are not getting enough girls for rape as all hindus girls have taken by Bharmin and BJP goons for rape;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@SenKamalaHarris *@AOC *@AOC is onto something, you can't have cauliflower in community gardens, it's racist. No one will be left behind, free everything guys! Just make sure to support ignorant job killer AOC &amp  lying *@SenKamalaHarris;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@vocalisthyun Yes, people don’t just stop existing. We still feel them because we carry them in our thoughts and the things we do. They may have left us physically but they will always stay in our hearts. The ones we love and hold dear to us lives on, through us. ♡;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@ConsequencesOr Those two look alike but have different noses.;7/30/2019 6:11;0;;;;;;;;;
have;1.15608E+18;*@VOREJIMlN When one of your supermarkets doesn't have salt and vinegar crisps but does have all the other crisps https://t.co/r7vKns5142;7/30/2019 6:11;0;;;;;;;;;
